Seq_ID                                         	HCA    	Disord 	Aggreg 
NC_000913.3_-_564565-564633_1_nc_intergenic    	-1.270 	nan    	nan    	
NC_000913.3_+_564328-564690_0_nc_intergenic    	-0.770 	nan    	nan    	
NC_000913.3_-_564634-564699_1_nc_intergenic    	0.050  	nan    	nan    	
NC_000913.3_+_586054-586254_0_nc_intergenic    	-3.520 	nan    	nan    	
NC_000913.3_-_586948-587019_1_nc_intergenic    	-4.960 	nan    	nan    	
NC_000913.3_-_587020-587151_1_nc_intergenic    	0.840  	nan    	nan    	
NC_000913.3_+_587884-588036_0_nc_intergenic    	-0.300 	nan    	nan    	
NC_000913.3_+_593197-593331_0_nc_intergenic    	7.640  	nan    	nan    	
NC_000913.3_-_593260-593391_1_nc_intergenic    	1.280  	nan    	nan    	
NC_000913.3_+_595387-595515_0_nc_intergenic    	-0.760 	nan    	nan    	
NC_000913.3_-_595546-595641_1_nc_intergenic    	0.650  	nan    	nan    	
NC_000913.3_-_597034-597096_1_nc_intergenic    	-6.150 	nan    	nan    	
NC_000913.3_+_596974-597114_0_nc_intergenic    	2.220  	nan    	nan    	
NC_000913.3_-_597097-597204_1_nc_intergenic    	8.310  	nan    	nan    	
NC_000913.3_-_597301-597738_1_nc_intergenic    	3.280  	nan    	nan    	
NC_000913.3_+_601858-601962_0_nc_intergenic    	0.320  	nan    	nan    	
NC_000913.3_-_603346-603411_1_nc_intergenic    	-0.760 	nan    	nan    	
NC_000913.3_+_603241-603426_0_nc_intergenic    	3.670  	nan    	nan    	
NC_000913.3_-_604651-604770_1_nc_intergenic    	3.920  	nan    	nan    	
NC_000913.3_+_605446-605508_0_nc_intergenic    	0.650  	nan    	nan    	
NC_000913.3_+_605875-605943_0_nc_intergenic    	-0.320 	nan    	nan    	
NC_000913.3_+_606217-606345_0_nc_intergenic    	-0.760 	nan    	nan    	
NC_000913.3_+_607378-607488_0_nc_intergenic    	4.420  	nan    	nan    	
NC_000913.3_-_607408-607572_1_nc_intergenic    	-2.040 	nan    	nan    	
NC_000913.3_+_607489-607614_0_nc_intergenic    	5.150  	nan    	nan    	
NC_000913.3_-_607573-607638_1_nc_intergenic    	-1.710 	nan    	nan    	
NC_000913.3_-_607639-607710_1_nc_intergenic    	-3.350 	nan    	nan    	
NC_000913.3_-_607954-608022_1_nc_intergenic    	-4.680 	nan    	nan    	
NC_000913.3_+_607936-608052_0_nc_intergenic    	1.710  	nan    	nan    	
NC_000913.3_+_609292-609390_0_nc_intergenic    	-0.910 	nan    	nan    	
NC_000913.3_+_609391-609462_0_nc_intergenic    	1.830  	nan    	nan    	
NC_000913.3_-_609379-609522_1_nc_intergenic    	-5.090 	nan    	nan    	
NC_000913.3_-_610234-610299_1_nc_intergenic    	1.000  	nan    	nan    	
NC_000913.3_+_612481-612618_0_nc_intergenic    	1.560  	nan    	nan    	
NC_000913.3_-_612499-612648_1_nc_intergenic    	0.330  	nan    	nan    	
NC_000913.3_+_612619-612762_0_nc_intergenic    	4.470  	nan    	nan    	
NC_000913.3_-_613843-614037_1_nc_intergenic    	0.700  	nan    	nan    	
NC_000913.3_-_614074-614340_1_nc_intergenic    	-0.990 	nan    	nan    	
NC_000913.3_-_618088-618183_1_nc_intergenic    	3.230  	nan    	nan    	
NC_000913.3_+_618184-618273_0_nc_intergenic    	2.720  	nan    	nan    	
NC_000913.3_-_618187-618288_1_nc_intergenic    	3.580  	nan    	nan    	
NC_000913.3_-_622258-622383_1_nc_intergenic    	-2.440 	nan    	nan    	
NC_000913.3_+_624541-624726_0_nc_intergenic    	-5.850 	nan    	nan    	
NC_000913.3_-_624514-624732_1_nc_intergenic    	-1.150 	nan    	nan    	
NC_000913.3_-_624739-624816_1_nc_intergenic    	-0.760 	nan    	nan    	
NC_000913.3_-_624817-624951_1_nc_intergenic    	1.050  	nan    	nan    	
NC_000913.3_+_629662-629754_0_nc_intergenic    	3.700  	nan    	nan    	
NC_000913.3_-_629806-630024_1_nc_intergenic    	1.570  	nan    	nan    	
NC_000913.3_+_629755-630084_0_nc_intergenic    	5.390  	nan    	nan    	
NC_000913.3_+_633430-633513_0_nc_intergenic    	0.700  	nan    	nan    	
NC_000913.3_-_636622-636708_1_nc_intergenic    	3.110  	nan    	nan    	
NC_000913.3_+_637573-637662_0_nc_intergenic    	-0.660 	nan    	nan    	
NC_000913.3_-_637597-637662_1_nc_intergenic    	-0.710 	nan    	nan    	
NC_000913.3_-_637747-637830_1_nc_intergenic    	1.410  	nan    	nan    	
NC_000913.3_-_638758-638835_1_nc_intergenic    	-3.000 	nan    	nan    	
NC_000913.3_+_638674-638850_0_nc_intergenic    	2.400  	nan    	nan    	
NC_000913.3_+_638851-638958_0_nc_intergenic    	-3.940 	nan    	nan    	
NC_000913.3_-_638884-639057_1_nc_intergenic    	4.980  	nan    	nan    	
NC_000913.3_+_639502-639600_0_nc_intergenic    	-2.160 	nan    	nan    	
NC_000913.3_-_639562-639633_1_nc_intergenic    	-1.570 	nan    	nan    	
NC_000913.3_+_639601-639705_0_nc_intergenic    	-10.000	nan    	nan    	
NC_000913.3_-_639634-639732_1_nc_intergenic    	-4.560 	nan    	nan    	
NC_000913.3_-_641377-641490_1_nc_intergenic    	-3.730 	nan    	nan    	
NC_000913.3_+_641917-642051_0_nc_intergenic    	5.820  	nan    	nan    	
NC_000913.3_+_643492-643560_0_nc_intergenic    	2.320  	nan    	nan    	
NC_000913.3_+_643897-644007_0_nc_intergenic    	2.920  	nan    	nan    	
NC_000913.3_-_643942-644130_1_nc_intergenic    	3.530  	nan    	nan    	
NC_000913.3_+_644089-644175_0_nc_intergenic    	4.610  	nan    	nan    	
NC_000913.3_+_644935-645120_0_nc_intergenic    	-2.380 	nan    	nan    	
NC_000913.3_+_646474-646626_0_nc_intergenic    	1.300  	nan    	nan    	
NC_000913.3_+_650620-650874_0_nc_intergenic    	-0.350 	nan    	nan    	
NC_000913.3_+_651874-652017_0_nc_intergenic    	4.740  	nan    	nan    	
NC_000913.3_+_652018-652086_0_nc_intergenic    	7.550  	nan    	nan    	
NC_000913.3_-_652057-652152_1_nc_intergenic    	5.000  	nan    	nan    	
NC_000913.3_+_656062-656136_0_nc_intergenic    	-1.170 	nan    	nan    	
NC_000913.3_+_656245-656307_0_nc_intergenic    	7.350  	nan    	nan    	
NC_000913.3_-_656107-656340_1_nc_intergenic    	4.350  	nan    	nan    	
NC_000913.3_+_656320-656448_0_nc_intergenic    	1.930  	nan    	nan    	
NC_000913.3_-_656344-656457_1_nc_intergenic    	2.030  	nan    	nan    	
NC_000913.3_-_657004-657198_1_nc_intergenic    	2.720  	nan    	nan    	
NC_000913.3_+_657850-657990_0_nc_intergenic    	0.590  	nan    	nan    	
NC_000913.3_+_657991-658086_0_nc_intergenic    	1.260  	nan    	nan    	
NC_000913.3_-_657859-658170_1_nc_intergenic    	0.400  	nan    	nan    	
NC_000913.3_+_658819-658890_0_nc_intergenic    	4.300  	nan    	nan    	
NC_000913.3_-_658813-658932_1_nc_intergenic    	-4.050 	nan    	nan    	
NC_000913.3_+_658891-658980_0_nc_intergenic    	4.000  	nan    	nan    	
NC_000913.3_-_659062-659202_1_nc_intergenic    	-1.570 	nan    	nan    	
NC_000913.3_+_659077-659235_0_nc_intergenic    	1.170  	nan    	nan    	
NC_000913.3_-_660286-660384_1_nc_intergenic    	6.440  	nan    	nan    	
NC_000913.3_+_660322-660414_0_nc_intergenic    	1.570  	nan    	nan    	
NC_000913.3_-_660385-660447_1_nc_intergenic    	1.600  	nan    	nan    	
NC_000913.3_-_661345-661422_1_nc_intergenic    	7.040  	nan    	nan    	
NC_000913.3_+_661312-661431_0_nc_intergenic    	7.380  	nan    	nan    	
NC_000913.3_-_661507-661581_1_nc_intergenic    	-0.330 	nan    	nan    	
NC_000913.3_+_661489-661614_0_nc_intergenic    	-0.950 	nan    	nan    	
NC_000913.3_-_661582-661668_1_nc_intergenic    	1.820  	nan    	nan    	
NC_000913.3_-_662344-662418_1_nc_intergenic    	-1.080 	nan    	nan    	
NC_000913.3_+_662302-662448_0_nc_intergenic    	0.560  	nan    	nan    	
NC_000913.3_-_662644-662736_1_nc_intergenic    	0.970  	nan    	nan    	
NC_000913.3_+_663676-664125_0_nc_intergenic    	2.290  	nan    	nan    	
NC_000913.3_+_668467-668844_0_nc_intergenic    	1.820  	nan    	nan    	
NC_000913.3_-_669055-669237_1_nc_intergenic    	-0.300 	nan    	nan    	
NC_000913.3_+_669067-669282_0_nc_intergenic    	2.900  	nan    	nan    	
NC_000913.3_+_674737-674853_0_nc_intergenic    	-0.840 	nan    	nan    	
NC_000913.3_-_674725-674916_1_nc_intergenic    	-2.290 	nan    	nan    	
NC_000913.3_+_674854-674931_0_nc_intergenic    	4.000  	nan    	nan    	
NC_000913.3_+_674932-675021_0_nc_intergenic    	0.000  	nan    	nan    	
NC_000913.3_-_675340-675582_1_nc_intergenic    	-4.420 	nan    	nan    	
NC_000913.3_+_675445-675603_0_nc_intergenic    	-1.810 	nan    	nan    	
NC_000913.3_+_676468-676677_0_nc_intergenic    	0.940  	nan    	nan    	
NC_000913.3_-_676588-676680_1_nc_intergenic    	3.630  	nan    	nan    	
NC_000913.3_-_678796-678933_1_nc_intergenic    	-0.040 	nan    	nan    	
NC_000913.3_+_679303-679476_0_nc_intergenic    	7.320  	nan    	nan    	
NC_000913.3_-_680137-680289_1_nc_intergenic    	5.260  	nan    	nan    	
NC_000913.3_-_683386-683463_1_nc_intergenic    	3.880  	nan    	nan    	
NC_000913.3_+_684367-684495_0_nc_intergenic    	2.480  	nan    	nan    	
NC_000913.3_-_684391-684636_1_nc_intergenic    	-1.370 	nan    	nan    	
NC_000913.3_+_685795-686061_0_nc_intergenic    	-3.160 	nan    	nan    	
NC_000913.3_+_687775-687888_0_nc_intergenic    	7.810  	nan    	nan    	
NC_000913.3_-_689023-689088_1_nc_intergenic    	-0.810 	nan    	nan    	
NC_000913.3_-_689089-689169_1_nc_intergenic    	-1.730 	nan    	nan    	
NC_000913.3_+_689050-689187_0_nc_intergenic    	5.530  	nan    	nan    	
NC_000913.3_+_691810-691923_0_nc_intergenic    	-5.270 	nan    	nan    	
NC_000913.3_+_692083-692529_0_nc_intergenic    	0.390  	nan    	nan    	
NC_000913.3_-_693418-693621_1_nc_intergenic    	1.250  	nan    	nan    	
NC_000913.3_-_694933-695046_1_nc_intergenic    	-2.190 	nan    	nan    	
NC_000913.3_+_694921-695067_0_nc_intergenic    	2.850  	nan    	nan    	
NC_000913.3_-_696361-696423_1_nc_intergenic    	6.550  	nan    	nan    	
NC_000913.3_+_697015-697086_0_nc_intergenic    	-1.700 	nan    	nan    	
NC_000913.3_-_697111-697242_1_nc_intergenic    	-2.740 	nan    	nan    	
NC_000913.3_+_697132-697350_0_nc_intergenic    	5.600  	nan    	nan    	
NC_000913.3_+_697414-697665_0_nc_intergenic    	-2.760 	nan    	nan    	
NC_000913.3_-_700330-700464_1_nc_intergenic    	-2.500 	nan    	nan    	
NC_000913.3_-_703660-703815_1_nc_intergenic    	1.780  	nan    	nan    	
NC_000913.3_+_703747-703845_0_nc_intergenic    	1.500  	nan    	nan    	
NC_000913.3_+_703846-703908_0_nc_intergenic    	-7.100 	nan    	nan    	
NC_000913.3_-_703816-703992_1_nc_intergenic    	1.980  	nan    	nan    	
NC_000913.3_+_705919-705990_0_nc_intergenic    	-4.170 	nan    	nan    	
NC_000913.3_+_707914-708030_0_nc_intergenic    	-0.260 	nan    	nan    	
NC_000913.3_-_708097-708168_1_nc_intergenic    	3.480  	nan    	nan    	
NC_000913.3_+_708067-708204_0_nc_intergenic    	2.470  	nan    	nan    	
NC_000913.3_-_708169-708309_1_nc_intergenic    	-0.240 	nan    	nan    	
NC_000913.3_+_708208-708330_0_nc_intergenic    	3.520  	nan    	nan    	
NC_000913.3_-_709336-709977_1_nc_intergenic    	3.230  	nan    	nan    	
NC_000913.3_-_710056-710199_1_nc_intergenic    	0.320  	nan    	nan    	
NC_000913.3_+_710746-710901_0_nc_intergenic    	1.750  	nan    	nan    	
NC_000913.3_-_710803-710919_1_nc_intergenic    	2.180  	nan    	nan    	
NC_000913.3_+_711472-711594_0_nc_intergenic    	-1.750 	nan    	nan    	
NC_000913.3_+_711910-711978_0_nc_intergenic    	-10.000	nan    	nan    	
NC_000913.3_+_711979-712041_0_nc_intergenic    	-4.200 	nan    	nan    	
NC_000913.3_-_711967-712041_1_nc_intergenic    	-5.960 	nan    	nan    	
NC_000913.3_-_712756-712839_1_nc_intergenic    	-4.960 	nan    	nan    	
NC_000913.3_-_712840-712914_1_nc_intergenic    	3.750  	nan    	nan    	
NC_000913.3_+_713533-713601_0_nc_intergenic    	-10.000	nan    	nan    	
NC_000913.3_+_715177-715269_0_nc_intergenic    	-4.830 	nan    	nan    	
NC_000913.3_-_715903-715992_1_nc_intergenic    	2.140  	nan    	nan    	
NC_000913.3_+_716584-716688_0_nc_intergenic    	8.850  	nan    	nan    	
NC_000913.3_+_716884-716949_0_nc_intergenic    	-4.520 	nan    	nan    	
NC_000913.3_-_716818-716955_1_nc_intergenic    	-7.040 	nan    	nan    	
NC_000913.3_-_720472-720594_1_nc_intergenic    	3.120  	nan    	nan    	
NC_000913.3_-_720823-720921_1_nc_intergenic    	1.500  	nan    	nan    	
NC_000913.3_+_720952-721026_0_nc_intergenic    	8.500  	nan    	nan    	
NC_000913.3_-_720922-721086_1_nc_intergenic    	6.500  	nan    	nan    	
NC_000913.3_+_724147-724752_0_nc_intergenic    	-1.090 	nan    	nan    	
NC_000913.3_+_724918-725025_0_nc_intergenic    	-5.600 	nan    	nan    	
NC_000913.3_+_728752-728862_0_nc_intergenic    	-1.860 	nan    	nan    	
NC_000913.3_-_728839-728949_1_nc_intergenic    	5.000  	nan    	nan    	
NC_000913.3_-_728977-729060_1_nc_intergenic    	4.260  	nan    	nan    	
NC_000913.3_-_729070-729141_1_nc_intergenic    	-0.040 	nan    	nan    	
NC_000913.3_+_729013-729291_0_nc_intergenic    	0.570  	nan    	nan    	
NC_000913.3_-_729334-729453_1_nc_intergenic    	1.460  	nan    	nan    	
NC_000913.3_+_729364-729459_0_nc_intergenic    	1.290  	nan    	nan    	
NC_000913.3_+_729460-729525_0_nc_intergenic    	6.620  	nan    	nan    	
NC_000913.3_-_729520-729648_1_nc_intergenic    	-0.310 	nan    	nan    	
NC_000913.3_-_734125-734214_1_nc_intergenic    	-4.620 	nan    	nan    	
NC_000913.3_+_734113-734289_0_nc_intergenic    	2.050  	nan    	nan    	
NC_000913.3_-_735613-735729_1_nc_intergenic    	0.630  	nan    	nan    	
NC_000913.3_-_736165-736245_1_nc_intergenic    	7.120  	nan    	nan    	
NC_000913.3_-_736246-736311_1_nc_intergenic    	-2.620 	nan    	nan    	
NC_000913.3_-_736396-736488_1_nc_intergenic    	6.730  	nan    	nan    	
NC_000913.3_+_736741-736815_0_nc_intergenic    	4.500  	nan    	nan    	
NC_000913.3_+_736816-736878_0_nc_intergenic    	2.650  	nan    	nan    	
NC_000913.3_-_736804-736902_1_nc_intergenic    	4.440  	nan    	nan    	
NC_000913.3_-_737932-738021_1_nc_intergenic    	-1.970 	nan    	nan    	
NC_000913.3_+_738007-738081_0_nc_intergenic    	4.380  	nan    	nan    	
NC_000913.3_-_738070-738135_1_nc_intergenic    	7.480  	nan    	nan    	
NC_000913.3_-_738802-738885_1_nc_intergenic    	-4.220 	nan    	nan    	
NC_000913.3_+_738850-738915_0_nc_intergenic    	-0.760 	nan    	nan    	
NC_000913.3_+_738916-739020_0_nc_intergenic    	-1.410 	nan    	nan    	
NC_000913.3_-_738952-739050_1_nc_intergenic    	0.910  	nan    	nan    	
NC_000913.3_-_739456-739539_1_nc_intergenic    	-6.410 	nan    	nan    	
NC_000913.3_+_742525-742644_0_nc_intergenic    	4.410  	nan    	nan    	
NC_000913.3_-_742582-742644_1_nc_intergenic    	-3.200 	nan    	nan    	
NC_000913.3_-_742684-742854_1_nc_intergenic    	-0.980 	nan    	nan    	
NC_000913.3_+_745900-746004_0_nc_intergenic    	-6.560 	nan    	nan    	
NC_000913.3_-_746665-746778_1_nc_intergenic    	-4.760 	nan    	nan    	
NC_000913.3_+_747721-747816_0_nc_intergenic    	1.230  	nan    	nan    	
NC_000913.3_-_747784-747924_1_nc_intergenic    	4.280  	nan    	nan    	
NC_000913.3_+_747817-747930_0_nc_intergenic    	-0.540 	nan    	nan    	
NC_000913.3_+_748906-749025_0_nc_intergenic    	-2.030 	nan    	nan    	
NC_000913.3_+_752734-752823_0_nc_intergenic    	-1.280 	nan    	nan    	
NC_000913.3_-_752788-752877_1_nc_intergenic    	2.660  	nan    	nan    	
NC_000913.3_+_752872-752943_0_nc_intergenic    	9.300  	nan    	nan    	
NC_000913.3_-_752911-752988_1_nc_intergenic    	4.720  	nan    	nan    	
NC_000913.3_-_753001-753093_1_nc_intergenic    	5.600  	nan    	nan    	
NC_000913.3_+_753088-753174_0_nc_intergenic    	5.890  	nan    	nan    	
NC_000913.3_-_753100-753177_1_nc_intergenic    	2.320  	nan    	nan    	
NC_000913.3_-_754480-754551_1_nc_intergenic    	2.740  	nan    	nan    	
NC_000913.3_+_754447-754641_0_nc_intergenic    	0.270  	nan    	nan    	
NC_000913.3_-_754552-754683_1_nc_intergenic    	2.630  	nan    	nan    	
NC_000913.3_+_754915-755037_0_nc_intergenic    	3.600  	nan    	nan    	
NC_000913.3_-_754942-755118_1_nc_intergenic    	3.100  	nan    	nan    	
NC_000913.3_+_755038-755151_0_nc_intergenic    	-4.730 	nan    	nan    	
NC_000913.3_-_757618-757803_1_nc_intergenic    	-1.670 	nan    	nan    	
NC_000913.3_-_758551-758700_1_nc_intergenic    	4.290  	nan    	nan    	
NC_000913.3_+_762910-762987_0_nc_intergenic    	1.640  	nan    	nan    	
NC_000913.3_+_764137-764199_0_nc_intergenic    	-0.300 	nan    	nan    	
NC_000913.3_-_764875-765189_1_nc_intergenic    	-1.220 	nan    	nan    	
NC_000913.3_+_765070-765195_0_nc_intergenic    	4.780  	nan    	nan    	
NC_000913.3_-_765922-766038_1_nc_intergenic    	1.660  	nan    	nan    	
NC_000913.3_-_767920-767997_1_nc_intergenic    	-1.560 	nan    	nan    	
NC_000913.3_+_770521-770655_0_nc_intergenic    	-3.800 	nan    	nan    	
NC_000913.3_-_770596-770670_1_nc_intergenic    	1.290  	nan    	nan    	
NC_000913.3_-_770902-771021_1_nc_intergenic    	2.970  	nan    	nan    	
NC_000913.3_+_770944-771039_0_nc_intergenic    	3.810  	nan    	nan    	
NC_000913.3_-_771091-771171_1_nc_intergenic    	6.380  	nan    	nan    	
NC_000913.3_+_771100-771210_0_nc_intergenic    	-0.330 	nan    	nan    	
NC_000913.3_+_771211-771276_0_nc_intergenic    	-4.480 	nan    	nan    	
NC_000913.3_-_771211-771327_1_nc_intergenic    	5.840  	nan    	nan    	
NC_000913.3_+_771310-771402_0_nc_intergenic    	6.170  	nan    	nan    	
NC_000913.3_+_772993-773055_0_nc_intergenic    	-5.150 	nan    	nan    	
NC_000913.3_+_774586-774750_0_nc_intergenic    	1.910  	nan    	nan    	
NC_000913.3_-_774673-774786_1_nc_intergenic    	1.030  	nan    	nan    	
NC_000913.3_+_776278-776448_0_nc_intergenic    	-5.840 	nan    	nan    	
NC_000913.3_-_777505-777687_1_nc_intergenic    	-2.850 	nan    	nan    	
NC_000913.3_+_777571-777702_0_nc_intergenic    	4.000  	nan    	nan    	
NC_000913.3_-_780355-780525_1_nc_intergenic    	-4.160 	nan    	nan    	
NC_000913.3_+_780454-780591_0_nc_intergenic    	5.580  	nan    	nan    	
NC_000913.3_-_780634-780729_1_nc_intergenic    	-0.710 	nan    	nan    	
NC_000913.3_+_780874-780957_0_nc_intergenic    	0.780  	nan    	nan    	
NC_000913.3_-_780922-780996_1_nc_intergenic    	6.210  	nan    	nan    	
NC_000913.3_-_781153-781323_1_nc_intergenic    	2.160  	nan    	nan    	
NC_000913.3_+_781255-781344_0_nc_intergenic    	-3.380 	nan    	nan    	
NC_000913.3_+_781483-781557_0_nc_intergenic    	-10.000	nan    	nan    	
NC_000913.3_-_781447-781587_1_nc_intergenic    	1.430  	nan    	nan    	
NC_000913.3_-_781615-781788_1_nc_intergenic    	0.230  	nan    	nan    	
NC_000913.3_+_781732-781827_0_nc_intergenic    	-10.000	nan    	nan    	
NC_000913.3_-_781789-781854_1_nc_intergenic    	-2.620 	nan    	nan    	
NC_000913.3_-_781861-781923_1_nc_intergenic    	-1.300 	nan    	nan    	
NC_000913.3_+_781828-781938_0_nc_intergenic    	1.280  	nan    	nan    	
NC_000913.3_+_781939-782001_0_nc_intergenic    	-1.350 	nan    	nan    	
NC_000913.3_-_781924-782040_1_nc_intergenic    	2.760  	nan    	nan    	
NC_000913.3_+_782002-782070_0_nc_intergenic    	6.820  	nan    	nan    	
NC_000913.3_+_784894-784980_0_nc_intergenic    	5.960  	nan    	nan    	
NC_000913.3_-_785314-785394_1_nc_intergenic    	-5.540 	nan    	nan    	
NC_000913.3_-_785443-785517_1_nc_intergenic    	-2.710 	nan    	nan    	
NC_000913.3_+_785443-785544_0_nc_intergenic    	2.970  	nan    	nan    	
NC_000913.3_+_785545-785610_0_nc_intergenic    	-1.670 	nan    	nan    	
NC_000913.3_-_786649-786729_1_nc_intergenic    	-1.770 	nan    	nan    	
NC_000913.3_+_786598-786744_0_nc_intergenic    	-2.290 	nan    	nan    	
NC_000913.3_+_786748-786831_0_nc_intergenic    	-2.040 	nan    	nan    	
NC_000913.3_+_787567-787758_0_nc_intergenic    	3.220  	nan    	nan    	
NC_000913.3_-_787669-787800_1_nc_intergenic    	2.630  	nan    	nan    	
NC_000913.3_+_788803-788883_0_nc_intergenic    	-0.380 	nan    	nan    	
NC_000913.3_-_788773-788949_1_nc_intergenic    	-0.640 	nan    	nan    	
NC_000913.3_-_792073-792219_1_nc_intergenic    	1.670  	nan    	nan    	
NC_000913.3_-_794569-794730_1_nc_intergenic    	-1.980 	nan    	nan    	
NC_000913.3_+_794647-794754_0_nc_intergenic    	-3.430 	nan    	nan    	
NC_000913.3_-_794785-794997_1_nc_intergenic    	0.030  	nan    	nan    	
NC_000913.3_+_794923-795015_0_nc_intergenic    	-0.270 	nan    	nan    	
NC_000913.3_-_794998-795069_1_nc_intergenic    	3.520  	nan    	nan    	
NC_000913.3_+_798325-798543_0_nc_intergenic    	0.260  	nan    	nan    	
NC_000913.3_-_799513-799626_1_nc_intergenic    	0.490  	nan    	nan    	
NC_000913.3_+_799582-799704_0_nc_intergenic    	5.580  	nan    	nan    	
NC_000913.3_+_800542-800673_0_nc_intergenic    	7.210  	nan    	nan    	
NC_000913.3_-_800653-800739_1_nc_intergenic    	3.140  	nan    	nan    	
NC_000913.3_-_801799-801861_1_nc_intergenic    	-1.250 	nan    	nan    	
NC_000913.3_+_801796-801894_0_nc_intergenic    	4.030  	nan    	nan    	
NC_000913.3_-_803200-803379_1_nc_intergenic    	1.510  	nan    	nan    	
NC_000913.3_+_803215-803391_0_nc_intergenic    	2.020  	nan    	nan    	
NC_000913.3_-_803404-803511_1_nc_intergenic    	0.600  	nan    	nan    	
NC_000913.3_-_807334-807432_1_nc_intergenic    	8.220  	nan    	nan    	
NC_000913.3_+_807820-808008_0_nc_intergenic    	3.810  	nan    	nan    	
NC_000913.3_-_809311-809385_1_nc_intergenic    	1.250  	nan    	nan    	
NC_000913.3_-_811414-811596_1_nc_intergenic    	1.320  	nan    	nan    	
NC_000913.3_+_812830-813006_0_nc_intergenic    	-3.020 	nan    	nan    	
NC_000913.3_-_812821-813051_1_nc_intergenic    	0.680  	nan    	nan    	
NC_000913.3_+_813022-813093_0_nc_intergenic    	-4.040 	nan    	nan    	
NC_000913.3_-_813052-813138_1_nc_intergenic    	1.110  	nan    	nan    	
NC_000913.3_-_813145-813207_1_nc_intergenic    	-5.150 	nan    	nan    	
NC_000913.3_+_813130-813264_0_nc_intergenic    	1.000  	nan    	nan    	
NC_000913.3_-_813238-813411_1_nc_intergenic    	1.910  	nan    	nan    	
NC_000913.3_-_815704-815772_1_nc_intergenic    	1.590  	nan    	nan    	
NC_000913.3_-_816676-816744_1_nc_intergenic    	4.910  	nan    	nan    	
NC_000913.3_+_816712-816825_0_nc_intergenic    	-0.140 	nan    	nan    	
NC_000913.3_-_816751-816846_1_nc_intergenic    	-0.060 	nan    	nan    	
NC_000913.3_-_816946-817101_1_nc_intergenic    	-2.350 	nan    	nan    	
NC_000913.3_-_819211-819441_1_nc_intergenic    	0.220  	nan    	nan    	
NC_000913.3_+_820474-820641_0_nc_intergenic    	1.650  	nan    	nan    	
NC_000913.3_-_820585-820650_1_nc_intergenic    	1.000  	nan    	nan    	
NC_000913.3_+_820642-820713_0_nc_intergenic    	-2.520 	nan    	nan    	
NC_000913.3_-_820651-820740_1_nc_intergenic    	4.030  	nan    	nan    	
NC_000913.3_+_820714-820788_0_nc_intergenic    	6.040  	nan    	nan    	
NC_000913.3_-_820747-820830_1_nc_intergenic    	5.040  	nan    	nan    	
NC_000913.3_+_823681-823833_0_nc_intergenic    	-1.080 	nan    	nan    	
NC_000913.3_+_824530-824604_0_nc_intergenic    	6.290  	nan    	nan    	
NC_000913.3_-_824518-824742_1_nc_intergenic    	1.000  	nan    	nan    	
NC_000913.3_+_827122-827373_0_nc_intergenic    	2.160  	nan    	nan    	
NC_000913.3_+_828817-829116_0_nc_intergenic    	-4.110 	nan    	nan    	
NC_000913.3_-_830734-830805_1_nc_intergenic    	-3.260 	nan    	nan    	
NC_000913.3_+_830746-830832_0_nc_intergenic    	4.500  	nan    	nan    	
NC_000913.3_+_832366-832455_0_nc_intergenic    	-3.380 	nan    	nan    	
NC_000913.3_-_832390-832467_1_nc_intergenic    	7.920  	nan    	nan    	
NC_000913.3_+_832954-833016_0_nc_intergenic    	-0.350 	nan    	nan    	
NC_000913.3_-_832972-833067_1_nc_intergenic    	4.970  	nan    	nan    	
NC_000913.3_+_833017-833079_0_nc_intergenic    	2.550  	nan    	nan    	
NC_000913.3_-_835174-835263_1_nc_intergenic    	0.000  	nan    	nan    	
NC_000913.3_+_835174-835308_0_nc_intergenic    	-2.430 	nan    	nan    	
NC_000913.3_-_836248-836361_1_nc_intergenic    	6.730  	nan    	nan    	
NC_000913.3_+_837370-837549_0_nc_intergenic    	-1.080 	nan    	nan    	
NC_000913.3_-_837928-838053_1_nc_intergenic    	-3.390 	nan    	nan    	
NC_000913.3_-_838087-838158_1_nc_intergenic    	1.830  	nan    	nan    	
NC_000913.3_+_838501-838563_0_nc_intergenic    	-2.150 	nan    	nan    	
NC_000913.3_-_839086-839361_1_nc_intergenic    	-5.540 	nan    	nan    	
NC_000913.3_-_841327-841710_1_nc_intergenic    	0.840  	nan    	nan    	
NC_000913.3_+_841612-841719_0_nc_intergenic    	0.570  	nan    	nan    	
NC_000913.3_+_841732-841851_0_nc_intergenic    	0.380  	nan    	nan    	
NC_000913.3_-_841711-841911_1_nc_intergenic    	0.590  	nan    	nan    	
NC_000913.3_-_842053-842169_1_nc_intergenic    	6.290  	nan    	nan    	
NC_000913.3_-_842212-842304_1_nc_intergenic    	-1.000 	nan    	nan    	
NC_000913.3_-_845377-845541_1_nc_intergenic    	-5.700 	nan    	nan    	
NC_000913.3_+_845503-845580_0_nc_intergenic    	-4.640 	nan    	nan    	
NC_000913.3_+_845581-845646_0_nc_intergenic    	1.190  	nan    	nan    	
NC_000913.3_-_847165-847254_1_nc_intergenic    	0.790  	nan    	nan    	
NC_000913.3_+_848092-848181_0_nc_intergenic    	0.690  	nan    	nan    	
NC_000913.3_-_848050-848283_1_nc_intergenic    	3.090  	nan    	nan    	
NC_000913.3_-_848284-848355_1_nc_intergenic    	-4.220 	nan    	nan    	
